username, created_at, lng, lat, text
TradesGold, Mon Jan 25 05:40:12 +0000 2021, -83.804475, 27.698682, @TradesGoldCurses foiled again. @RedBarron51 @Pokemon 
EllisGBS, Mon Jan 25 05:40:12 +0000 2021, -71.435682, 42.305097, @marcela_elisa Charlie Baker is a republican. This is all we need to know about why Massachusetts, which has the pe… https://t.co/XVsEHzWrkx 
OneBandwagonFan, Mon Jan 25 05:40:13 +0000 2021, -97.754724, 30.323346, @datdudejibril What do you like about it that makes better? I haven't used it. 
Squintss_11, Mon Jan 25 05:40:13 +0000 2021, -106.026119, 34.166235, Is he tho 
KINGDOLLA_1, Mon Jan 25 05:40:13 +0000 2021, -92.364693, 34.658642, Me and Bro Just Made A SmashFt @trell_785 Produced By @howdblackdodat @ A-Team Studio https://t.co/gITtYLTM7i 
amblush617, Mon Jan 25 05:40:13 +0000 2021, -84.539813, 39.137038, @Marmel @donwinslow ~~ YES! They didn't care how many people there were around the Kavanaugh!! And they were peacef… https://t.co/ZaPkLKJl7r 
Preacher_Preach, Mon Jan 25 05:40:14 +0000 2021, -82.985772, 39.994684, @allday_ajking Bruh it’s almost 1am go to sleep 😂😂😂 
saramichellexo, Mon Jan 25 05:40:14 +0000 2021, -85.923699, 39.892098, I don’t even know 🤷🏻‍♀️ 
NoHoesChriss, Mon Jan 25 05:40:15 +0000 2021, -118.411907, 34.020789, I be tweeting on this app like I like rough sex, slapping, choking, and spitting but I really like to make love I l… https://t.co/1XZxBjj9yG 
JerryT85373, Mon Jan 25 05:40:15 +0000 2021, -111.931711, 34.168253, @PandorasBX More sewer rats, obviously. Sorry you have deal with such BS. ❤️ 
Mr_NoisyCricket, Mon Jan 25 05:40:15 +0000 2021, -72.524305, 41.776922, @Freq_Nik You preaching the gospel right now!! I thought I was the only one going through this! https://t.co/3osP8BL7ti 
KoenigLon32, Mon Jan 25 05:40:15 +0000 2021, -79.420865, 38.003376, @art_stapleton C’mon Brady will be 44yrs old. 
Just_Mz_Dez, Mon Jan 25 05:40:15 +0000 2021, -119.636189, 36.830799, 👏🏽 👏🏽 👏🏽 
GaryDeanClarke, Mon Jan 25 05:40:15 +0000 2021, -73.991980, 40.725180, Selfie inside the former music club - CBGB at 315 Bowery (John Varvatos). 10/19/2019. @ CBGB &amp; OMFUG https://t.co/xtGxbwskRV 
amonshareef, Mon Jan 25 05:40:16 +0000 2021, -83.173867, 32.678207, Ion like posting other people on my social media lol my brand is focused on me 
Honey_Marieee, Mon Jan 25 05:40:16 +0000 2021, -89.922029, 35.133521, Ian got to fighting in 2 years 
KyleCraven_NR, Mon Jan 25 05:40:16 +0000 2021, -84.481649, 39.041261, @emmiemay11 ACAB with one exception https://t.co/KL0fP6DDQS 
MariTrustMe, Mon Jan 25 05:40:16 +0000 2021, -84.433106, 33.767195, My biggest pet peeve is when someone say they are going to do something but don’t do it.. 
Realflix_Games, Mon Jan 25 05:40:16 +0000 2021, -119.306608, 37.269176, New Video Man of Meden Uploads tomorrow 10AM, Subscribe Now so you don’t miss it 😎https://t.co/FRlVguXyhG 
ElZolDeportes, Mon Jan 25 05:40:17 +0000 2021, -76.911261, 38.958244, El 7 de febrero se jugará el último partido de Fútbol americano de la temporada! Donde por primera vez un equipo j… https://t.co/MyfX0dPSDN 
NailedUniquely, Mon Jan 25 05:40:17 +0000 2021, -83.804475, 27.698682, https://t.co/ZqFBkRlAUT 
shellgonzo, Mon Jan 25 05:40:17 +0000 2021, -108.193367, 36.757420, https://t.co/B2qN5lDFDA 
JaniceNightowl, Mon Jan 25 05:40:17 +0000 2021, -93.606369, 41.576437, @SamSeder @Lefty_Josh Words are easy. Do you believe him? 
bairdsly, Mon Jan 25 05:40:17 +0000 2021, -117.434547, 47.667438, Lots to take away from this super bowl matchup. APPARENTLY one QB is old and one is young, CAN YOU BELIEVE THAT. I… https://t.co/S5qZiQgTlE 
barefootcindyy, Mon Jan 25 05:40:17 +0000 2021, -122.818486, 49.111519, weird https://t.co/Prc9tOZrfd 
BanditTravis, Mon Jan 25 05:40:17 +0000 2021, -86.441236, 39.766555, BJ AND THE BEAR! 
tiffani, Mon Jan 25 05:40:17 +0000 2021, -122.170227, 37.425035, We had people in the United States Capitol literally beating a cop to death and threatening to hang the VP. I DO NO… https://t.co/KzqsC9FFLS 
rayjaycup, Mon Jan 25 05:40:18 +0000 2021, -121.873730, 37.331159, there’s a thin line between love &amp; hate..  a tough concept 
CrusaderKansas, Mon Jan 25 05:40:18 +0000 2021, -97.225367, 38.924431, @MysterySolvent https://t.co/g8QqVsa4Bm 
KyleeDominy, Mon Jan 25 05:40:18 +0000 2021, -100.076888, 31.168893, @ShannnEllis The main reason I love lovee mahogany teakwood is because it smells like my bf haha.  But I will take… https://t.co/ZBJaGoRuIv 
mena_howard, Mon Jan 25 05:40:18 +0000 2021, -95.446486, 29.838495, 😂😂 never again https://t.co/1URSY6d5E1 
ReveBoutique, Mon Jan 25 05:40:18 +0000 2021, -74.006400, 40.714200, Our fav new sweater dress.SHOP https://t.co/xJ1NAa3FMo @ New York, New York https://t.co/ODzVxLwEUf 
ctwtn, Mon Jan 25 05:40:19 +0000 2021, -123.934998, 49.174535, @aprilhillwrites Not funny, idk what the hype is about 
Llamakoolaid, Mon Jan 25 05:40:19 +0000 2021, -122.347285, 47.465059, Jake Guentzel has 100 goals.  That’s fucking awesome. 
adoredotkaii, Mon Jan 25 05:40:19 +0000 2021, -83.260274, 42.479810, I wish I had a lil yeah but then again I’m lonely by choice...😒 
sebasvalr, Mon Jan 25 05:40:19 +0000 2021, -109.841790, 27.713653, La dianita se la está rifando 
jahoeskie, Mon Jan 25 05:40:19 +0000 2021, -118.129042, 33.888081, Everybody's so fake, everybody act like they care 
vjcrishell, Mon Jan 25 05:40:19 +0000 2021, -80.187368, 39.901019, @mtgreenee "No CREDIBLE news sources..." have found any validity to these claims. https://t.co/T2IAqriv9K 
StewardessChick, Mon Jan 25 05:40:19 +0000 2021, -118.411907, 34.020789, @NYWiseass 🤣 
n0jaa, Mon Jan 25 05:40:20 +0000 2021, -80.649699, 28.117874, @maximaxoo Thanks, Maxie! A nice photo. Hope you and yours are doing well over there in France. 🙂 
mamareeya2015, Mon Jan 25 05:40:20 +0000 2021, -121.469664, 38.561722, @dra_oraa Happy blessed anniversary Dra.😇🙏💚 
JoeTaussig, Mon Jan 25 05:40:20 +0000 2021, -119.827182, 39.512436, The tough things in life are always the hardest. Definitely feeling the emotions tonight. 😢. 
4ziggythegreat, Mon Jan 25 05:40:20 +0000 2021, -117.772917, 34.065450, I have no need to visit Europe, Asia or Africa, I could have a taste of any whenever the fuck I want 
hrexach, Mon Jan 25 05:40:21 +0000 2021, -81.529538, 28.710746, 💥💥 @hrexach 💥💥 
budzz_best, Mon Jan 25 05:40:21 +0000 2021, -119.306608, 37.269176, Ayo I just asked Liza if she could bring the other cinnamon roll on her way back &amp; she said “Are you serious?” 😭 wt… https://t.co/gIRgTzMMWU 
Show_n0_lov3, Mon Jan 25 05:40:21 +0000 2021, -77.014398, 38.898603, She nice wit it 🧊 
alex_aint_cool, Mon Jan 25 05:40:21 +0000 2021, -122.957769, 45.305960, i love when 6th graders first have instagram and they cook for the first time and semi-ironically post a pic of the… https://t.co/MK3wqaC8yA 
GradyLocklear, Mon Jan 25 05:40:21 +0000 2021, -122.630908, 45.536402, @IanBragg He looks like a younger you!! 
Caricsportsmgt, Mon Jan 25 05:40:21 +0000 2021, -115.335343, 36.120959, Let’s go!!!!! Congrats @stefenwiz61! #CaricSportsFamily 
angelmendoza___, Mon Jan 25 05:40:21 +0000 2021, -111.931711, 34.168253, @LessIsMoh this the one 
jenbdasilva, Mon Jan 25 05:40:22 +0000 2021, -118.400884, 33.889487, @AlizaLicht I can intro you to someone who will scout for you at an hourly rate and won’t charge commission on the item. Lmk 
ItsWill21, Mon Jan 25 05:40:22 +0000 2021, -98.540651, 29.417501, I’m so bored I made breakfast for dinner at home 🙄 
MadamGlam1, Mon Jan 25 05:40:22 +0000 2021, -82.533074, 27.341121, The smallest things turn me off😂😂it be so dumb too. And first of all I ain’t in no position to be being picky 😂😂 
BenjaminJurkovi, Mon Jan 25 05:40:22 +0000 2021, -122.096397, 47.992142, @RandySmall @wheeler244 
Jeanine1114, Mon Jan 25 05:40:22 +0000 2021, -115.579879, 30.156488, Años han pasado que solo le he escrito tweets y le expresado mi amor y apoyo hacia mi Arkey y por fin pude decírsel… https://t.co/AVAHhfashC 
bliink_172, Mon Jan 25 05:40:23 +0000 2021, -117.896662, 34.047179, @mmathis13 @chunkytingz I knew you’d be here. Those lips 👄, just saying 
andrea_luviano, Mon Jan 25 05:40:23 +0000 2021, -115.579879, 30.156488, Amén 
SundayButtParty, Mon Jan 25 05:40:23 +0000 2021, -87.732013, 41.833585, @CCumhole @pwrbttmchi @GunnerMorehead It’s like a cock magnet. 
I_am_Syn_City, Mon Jan 25 05:40:23 +0000 2021, -84.475291, 33.657586, This random af 
rachellesancz_, Mon Jan 25 05:40:24 +0000 2021, -115.537830, 32.978956, I used to listen to this sorta rapper in like 7/8th grade and for the life of me I can’t remember his name help me 
flannfry, Mon Jan 25 05:40:24 +0000 2021, -71.088712, 42.313670, Domestic terrorists: they’re... nothing like a solid majority of us and we need to stop framing them as though they… https://t.co/rO0dBybfeM 
atkinst, Mon Jan 25 05:40:24 +0000 2021, -94.237393, 39.344858, @joe_integra @ProFootballTalk Penny for your thoughts? 
caleb9513, Mon Jan 25 05:40:24 +0000 2021, -98.319925, 38.498196, @ZeeMachineMusic your Brainchemistry EP has been on repeat all weekend for me..thanks for writing/performing music that speaks to me! 
AzucenaSarai, Mon Jan 25 05:40:24 +0000 2021, -100.365274, 25.807314, Imma be dead soon anyways. 
byyabba, Mon Jan 25 05:40:24 +0000 2021, -89.876449, 32.571032, I need a vacation. 
JosSant35478784, Mon Jan 25 05:40:24 +0000 2021, -116.929102, 32.332876, @NatthanaeL Cómo le hago??Me gustaría comerte todoSaludos desde Tijuana BC 
SusanBalogh2, Mon Jan 25 05:40:24 +0000 2021, -73.831187, 40.670879, @chortletown Looks like my daughters moola omg so beautiful 
naiyadadancerr, Mon Jan 25 05:40:24 +0000 2021, -85.242564, 35.091954, explained everything I went through just to go through it AGAIN. crazy right 
yeraldin298, Mon Jan 25 05:40:24 +0000 2021, -121.300425, 37.980826, I love looking at my bank account when it’s looking nice🥰 
SBookalis, Mon Jan 25 05:40:24 +0000 2021, -92.131274, 34.751936, God bless you, Jenna! 
sevleton, Mon Jan 25 05:40:25 +0000 2021, -122.435979, 37.770657, if you ride like lightning, you’re gonna crash like thunder 
rxnelson, Mon Jan 25 05:40:25 +0000 2021, -122.630908, 45.536402, @marvinfreeman84 I wish MLB would offer free footage online of the great ones taking batting practice. To just watc… https://t.co/4dzgBYrGrH 
LunarLaureate, Mon Jan 25 05:40:25 +0000 2021, -90.011008, 29.982601, @ChubbyGoddess 🗣🗣BLOW ME A REAL ONE DEN 😩 
RonDaaaadon, Mon Jan 25 05:40:25 +0000 2021, -92.101762, 30.528600, The Rock black...but when has anybody ever heard him say Nigga tho 😐 
HoweyLiz, Mon Jan 25 05:40:25 +0000 2021, -123.370838, 48.496225, @MedicVet68 Thank God. 
taytheboss_, Mon Jan 25 05:40:26 +0000 2021, -94.030998, 29.979366, @bighomie1517 We ain’t had this talk in like 7 months lmao 
LindaJo89496068, Mon Jan 25 05:40:26 +0000 2021, -94.153889, 36.186652, @KarynEv00031935 @Exchrge 🤣🤣🤣👏👏👏 
linda44241397, Mon Jan 25 05:40:26 +0000 2021, -119.306608, 37.269176, @kylegriffin1 And why did she not speak up ... never mind.. 
ChristianWinn, Mon Jan 25 05:40:26 +0000 2021, -117.022695, 38.502147, @Thefish1969 Completely absurd finish bro! 😂 they fouled Quickley not once but TWICE on threes in the last 1:30!!!!… https://t.co/lP43m9ljwy 
billhueyNBA, Mon Jan 25 05:40:26 +0000 2021, -117.104989, 32.810012, @davidmweissman @BillClinton You can continue to tag him when commenting or retweeting his posts 
chesterinvest, Mon Jan 25 05:40:26 +0000 2021, -71.021340, 42.256124, @negative_vote title* issue not tire but hell maybe that too hahaha 
mrJonBoncaesar, Mon Jan 25 05:40:26 +0000 2021, -102.558037, 23.625418, https://t.co/QYZpjkdkKv 
SmashItUp6, Mon Jan 25 05:40:26 +0000 2021, -117.104989, 32.810012, Sorry my balls got in the way...dang it. https://t.co/pl8loUPd9k 
_WarrenMac, Mon Jan 25 05:40:27 +0000 2021, -97.754724, 30.323346, @mojogodo Naw never seen this, where did you watch it? 
steviekae, Mon Jan 25 05:40:27 +0000 2021, -73.968542, 40.780709, Oh bih. 
1_adkins, Mon Jan 25 05:40:27 +0000 2021, -92.436774, 38.304558, @cheetah Hey, you FN ready to run it back? 
aaronfrysonkid, Mon Jan 25 05:40:28 +0000 2021, -80.181835, 38.920142, @stinkiesock ndjdjdbdj miaaaa 
AntonioILiranzo, Mon Jan 25 05:40:28 +0000 2021, -73.948775, 40.655138, Gaga looked so good in the Stupid Love music video 💖 https://t.co/1LN8laogXT 
Auxpres, Mon Jan 25 05:40:28 +0000 2021, -118.125196, 34.583629, @GeoffRBennett My golly!!  We have a President!!  Yee haw! https://t.co/MFkIdKu6lB 
AKLionMusic, Mon Jan 25 05:40:28 +0000 2021, -79.420865, 38.003376, @dadstly You’re welcome. 
Taysmitty01, Mon Jan 25 05:40:29 +0000 2021, -85.722346, 38.195555, Dawgg I hadda throw the whole plate awayyyyyy 🤢🤮 
ZiaJD, Mon Jan 25 05:40:29 +0000 2021, -73.968542, 40.780709, @iamgeenrique Huzzah! I'll give some thought to it and let you know! Thanks so much! And let's go, #TeamMaya! 🙌🏽🙌🏽 
803Mcfly, Mon Jan 25 05:40:29 +0000 2021, -80.926628, 33.631140, Lines can be blurred like this at times 
OneBarShawtyy, Mon Jan 25 05:40:29 +0000 2021, -85.705493, 32.423363, @queennaija snapped 🔥🔥🔥🔥 https://t.co/3CQGjqTxY4 
psumentennis, Mon Jan 25 05:40:29 +0000 2021, -77.604684, 41.117936, FLASHBACK: Legend Matt Barry gets the “W” against Ohio State in 2015. https://t.co/zVT9rAswXt 
AlanDaleAdams, Mon Jan 25 05:40:30 +0000 2021, -94.467991, 38.996448, @Zensations2 Your son is in God's hands! 
Lucy__Monroe, Mon Jan 25 05:40:30 +0000 2021, -80.926628, 33.631140, I put in so much hard work last week only for my period to come today and end up eating EVERYTHING 😓 
tulipbamn, Mon Jan 25 05:40:30 +0000 2021, -117.851089, 33.842863, Thick thighs save lives 
AmandaB35126562, Mon Jan 25 05:40:30 +0000 2021, -75.836727, 39.625025, Good night https://t.co/Y1FOLWqtFQ 
lillianjtuttle, Mon Jan 25 05:40:30 +0000 2021, -158.159967, 21.579017, Same nest, same bird (?), 1 year apart...Do any of my #birdwatching friends know if Laysan #albatross, Mōlī, return… https://t.co/gW9ahIbT6O 
JaredPereida, Mon Jan 25 05:40:30 +0000 2021, -73.948775, 40.655138, For Good from Wicked is hitting even more differently now. 🥲💚🙏🏼✨ God answers prayers, y’all. He is faithful. Be gra… https://t.co/Pc5FwbYyOy 
TonyPrice71, Mon Jan 25 05:40:31 +0000 2021, -84.022463, 39.806916, https://t.co/HzVHl32S41 
_DrzzyDre, Mon Jan 25 05:40:31 +0000 2021, -83.026989, 42.492846, Sometimes you gotta hurt some feelings to put yourself and your family in the best position. 
shaeluvss, Mon Jan 25 05:40:31 +0000 2021, -157.799589, 21.319944, what goes thru ppl’s heads when they do shit like this.....like🥴 glad no one was hurt 
joanoloff, Mon Jan 25 05:40:31 +0000 2021, -121.951373, 37.235695, @ananavarro 😂 
JoanieR36525369, Mon Jan 25 05:40:31 +0000 2021, -121.300731, 38.763160, @solusnan1 @PamKeithFL @sicommuter58 @JoeBiden No he’s just a complete criminal along with his brother n son. Impea… https://t.co/aZvSA0NG40 
sihayadesigns, Mon Jan 25 05:40:32 +0000 2021, -76.857969, 39.269675, @That_guykhai @Kate_Bunni @deathbybadger Gay was 100% more prevalent as a slur than queer in my area when I came out 20 years ago. 
thelotuseater21, Mon Jan 25 05:40:32 +0000 2021, -87.922356, 42.106045, Can we have Liam Neeson for president plz 
SheWantsTheVic, Mon Jan 25 05:40:33 +0000 2021, -84.532133, 33.948124, Fuck no. 
nickforbrains, Mon Jan 25 05:40:33 +0000 2021, -122.178297, 47.325447, @MollyJongFast @HawleyMO @nypost You see Molly, we all hate him. 
psychoticperf, Mon Jan 25 05:40:33 +0000 2021, -83.804475, 27.698682, @maandaa_b STOP IT RIGHT NOW 
xkolbyxx, Mon Jan 25 05:40:33 +0000 2021, -73.948775, 40.655138, Lil Romo &amp; Lil Danga - Hot Shit (Official Music Video) https://t.co/Jns0uUNoh7 via @YouTube 
amattyg, Mon Jan 25 05:40:33 +0000 2021, -122.630908, 45.536402, lol 
Rafaelsnchz, Mon Jan 25 05:40:33 +0000 2021, -73.993546, 40.294356, Me encanta comprarme bóxers online 🤭 
Rogeroseny, Mon Jan 25 05:40:33 +0000 2021, -106.162898, 28.941866, Aww climas bonitos allá, mientras que aquí en capital nos mete la verga el aire https://t.co/XCbV7AuX0T 
G59lyndsie, Mon Jan 25 05:40:33 +0000 2021, -111.738566, 33.295215, BYEEEE AHAHAHA 
sjbxtr, Mon Jan 25 05:40:34 +0000 2021, -99.680903, 41.500730, @ThomasFox_4th Even I grimaced at reading it. 😂 
SFGeekGirl, Mon Jan 25 05:40:34 +0000 2021, -122.435979, 37.770657, @TerryBlas Where? Can I watch somewhere?!? ¿¿Donde?? 
Giiovanni95, Mon Jan 25 05:40:34 +0000 2021, -100.279473, 25.374897, Mi vato no me deja xD 
BRI4NFELIX, Mon Jan 25 05:40:34 +0000 2021, -118.156711, 33.809172, @itsmebeegee07 That’s what I’m talking about 
YEMolly, Mon Jan 25 05:40:34 +0000 2021, -105.063942, 40.564190, Oh lord https://t.co/tbUnUSANmp 
donotcaIImesir, Mon Jan 25 05:40:34 +0000 2021, -97.114771, 33.202495, @MitchyDelta @rbe_expert @Steady_Squirrel “Are going to?” 
sogongdonghi, Mon Jan 25 05:40:35 +0000 2021, -157.799589, 21.319944, #온라인오더 https://t.co/b8iDKUKRWW 
ApplePasta, Mon Jan 25 05:40:35 +0000 2021, -82.532321, 28.103375, @BoneHoffman Of course 😊 
MadisonWildt, Mon Jan 25 05:40:35 +0000 2021, -87.574691, 38.003467, I love when me and babe cook together 🥺 
CAPOUTDRE, Mon Jan 25 05:40:35 +0000 2021, -80.926628, 33.631140, Why I use to catch hell for saying Ashley Tisdale fine? 
HandelAustin, Mon Jan 25 05:40:35 +0000 2021, -121.716454, 37.931388, Today has just felt like a really weird dream. 
savannalucer0, Mon Jan 25 05:40:35 +0000 2021, -106.632718, 35.117002, hehe https://t.co/msqGi3lr8Q 
_prettyasske, Mon Jan 25 05:40:35 +0000 2021, -92.430839, 35.073112, 🤞🏽 
AntonioILiranzo, Mon Jan 25 05:40:35 +0000 2021, -73.948775, 40.655138, Mood 
RecLeague88, Mon Jan 25 05:40:36 +0000 2021, -98.716992, 35.309047, @OGandE any idea when power will be restored at NW 150th and Council area? 
MrShoutoutt, Mon Jan 25 05:40:36 +0000 2021, -86.791549, 36.200008, 😂😂😂 
bniex3, Mon Jan 25 05:40:36 +0000 2021, -118.222017, 33.884968, You know I had to get the Bernie socks 🧦😆 
ceymula, Mon Jan 25 05:40:36 +0000 2021, -80.045939, 32.914424, I’m about to eat &amp; go back to sleep 😌 
prettykvtia, Mon Jan 25 05:40:36 +0000 2021, -115.223125, 36.232915, @druromerox Aww!! I love this for you, wish you both the best!! ✨ 
daliialopez, Mon Jan 25 05:40:36 +0000 2021, -95.631689, 29.603464, It’s too early in the semester to be procrastinating cmon now 
kvngcharlie, Mon Jan 25 05:40:36 +0000 2021, -90.011008, 29.982601, With no money 
Dom_Slight_work, Mon Jan 25 05:40:36 +0000 2021, -86.791549, 36.200008, Oh wait shit 
adriancrodgers, Mon Jan 25 05:40:36 +0000 2021, -90.696841, 35.828626, I’m hungry. Let me go to sleep instead. 
BanditTravis, Mon Jan 25 05:40:36 +0000 2021, -86.441236, 39.766555, @breasts_and Thank You 💓💓 
kev_so_cray, Mon Jan 25 05:40:36 +0000 2021, -117.987172, 33.774842, risk it for the brisket w/ @hailesliec 
meetdanadiaz, Mon Jan 25 05:40:36 +0000 2021, -117.998733, 33.692542, Goodnight 🌙 My FMTY has been Postponed until February.. Thinking of heading to Las Vegas or San Jose or Scottsd… https://t.co/ApqObrTYZ5 
Heather__Beck, Mon Jan 25 05:40:37 +0000 2021, -73.831187, 40.670879, @JonEJacobs Soooo good. Thanks for reminding me I’m an episode behind on the current season 
Fleurdelis4206, Mon Jan 25 05:40:37 +0000 2021, -85.978600, 35.830522, @Timmy_22222001 NOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ITS ADORABLR AHAHAHAHAHAHAHAHAHAHAHAHAHAHA. I love how perfectly it… https://t.co/6GyJLENAZG 
baeareavibez, Mon Jan 25 05:40:37 +0000 2021, -121.469664, 38.561722, @VP Aww 🥰 
griffm601, Mon Jan 25 05:40:37 +0000 2021, -117.038987, 32.732627, @ABC Whether it changed the results or not it shouldn't have been fraud that's not ok Bubba and it was about Republ… https://t.co/Lytw04N9Sf 
Paquout, Mon Jan 25 05:40:38 +0000 2021, -118.397222, 33.864836, someone pull up on me with some krispy kreme donuts 
kavurzio, Mon Jan 25 05:40:38 +0000 2021, -117.782360, 33.689732, @CecchiniEugenio Ha professionalizzato e stabilizzato la diplomazia russa e ne ha salvato l’onore (quando l’onore c… https://t.co/vln0rfTCly 
edwardianjackal, Mon Jan 25 05:40:38 +0000 2021, -117.868390, 33.763337, The Disney Studio menu has changed over the years, but you'll still see a few favorites have survived to this day.… https://t.co/hN3iQMf64G 
ZachLoveday99, Mon Jan 25 05:40:38 +0000 2021, -97.169156, 31.547449, Might? 
aniyah91057646, Mon Jan 25 05:40:38 +0000 2021, -83.099288, 42.352787, I love sucking big dicks!!!! ❤️ https://t.co/jkydIKriHZ 
xogbsz, Mon Jan 25 05:40:39 +0000 2021, -85.757323, 42.903701, Don’t be shy 
merraaa23, Mon Jan 25 05:40:38 +0000 2021, -120.318829, 37.289189, Y’all ever seen two pretty best friends? 😜❤️ https://t.co/eFmtTYWFQD 
princessnylaaa, Mon Jan 25 05:40:39 +0000 2021, -95.158936, 29.668301, @jackie_meow @juliannn07 miss you baby 🥺🥺 come back &amp; be @juliannn07 ‘s replacement 😌😌 
history2dMax, Mon Jan 25 05:40:39 +0000 2021, -84.433106, 33.767195, @mikefreemanNFL Jack Robinson took the Brooklyn Dodgers to the 1947 World Series in  his first year and had the ball &amp; chain of segregation. 
_Angel_202_, Mon Jan 25 05:40:39 +0000 2021, -73.831187, 40.670879, Miami voice really is sexy asf 🤣 bitch could be a phone sex operator 🤣🤣🤣🤣🤣🤣 
_GardenMadeDEE_, Mon Jan 25 05:40:40 +0000 2021, -95.446486, 29.838495, @drugsanny What y’all talking bout 
JavinMeneses, Mon Jan 25 05:40:40 +0000 2021, -120.882482, 47.273022, Un dia de estos le voy a hablar por teléfono, una sorpresa es lo que le hace falta. 
gueal8, Mon Jan 25 05:40:41 +0000 2021, -99.454676, 27.532077, @angelesleyva761 @calbert57 Creo eso dé lavarse que las manos,y que no agarres eso porque té vas a contagiar es men… https://t.co/ibeJekbqHt 
BratttyBeeta, Mon Jan 25 05:40:41 +0000 2021, -79.272570, 43.629311, I need to catch up on sleep before my bags get worse 
M_Dizz_OT, Mon Jan 25 05:40:41 +0000 2021, -81.930150, 28.923580, Gotta watch out on who you call bro ! 
2realink, Mon Jan 25 05:40:41 +0000 2021, -75.117998, 40.004866, #HealedTattoo https://t.co/6CwYxggLbG 
LueyWorld, Mon Jan 25 05:40:41 +0000 2021, -82.442694, 27.996595, Bullish on $MSFT for earnings. Tons of call volume 
smpz, Mon Jan 25 05:40:41 +0000 2021, -122.805579, 45.484892, @SD_Sports19 https://t.co/FCrrtygUKJ 
Emma_christine1, Mon Jan 25 05:40:41 +0000 2021, -84.114022, 40.752455, You don’t know true pain until you’re mourning for someone who is still alive. 
mcre1, Mon Jan 25 05:40:41 +0000 2021, -95.690732, 39.037579, @ACTBrigitte https://t.co/6NWDbcRiVf 
NailedUniquely, Mon Jan 25 05:40:41 +0000 2021, -83.804475, 27.698682, https://t.co/ZAm9Lamst7 
kworkaman, Mon Jan 25 05:40:42 +0000 2021, -82.439835, 38.407664, in need of thigh tat 
ShockBeast_, Mon Jan 25 05:40:42 +0000 2021, -121.440367, 36.509191, @ThisistherunPG ohh I see lol 😂 
MaceMasi, Mon Jan 25 05:40:42 +0000 2021, -80.327999, 26.027890, I don’t believe in the future. Neither am I worried of it. Live in the now, give love, life will unravel 
Forrorico, Mon Jan 25 05:40:42 +0000 2021, -112.379447, 33.646654, @lopezobrador_ López recibió la segunda vacuna de Pfizer en Diciembre, lo más seguro es que no está infectado por e… https://t.co/b3VvGUImX5 
LF4president, Mon Jan 25 05:40:42 +0000 2021, -121.796444, 37.985661, Brady and Lebron really got symmetrical shit going on. Except Brady made his franchise a dynasty and Bron just know… https://t.co/QpyJVfRiSs 
_AlexDonis_, Mon Jan 25 05:40:43 +0000 2021, -117.217920, 33.921924, Extraño el perreo :/ 
NoHoesChriss, Mon Jan 25 05:40:43 +0000 2021, -118.411907, 34.020789, I was hacked by @thatfooBrandon no way I would tweet this 
marctorrence, Mon Jan 25 05:40:43 +0000 2021, -73.948775, 40.655138, @Shinsccr8 @ariellec I wouldn’t say pointless but wrist heart rate monitors aren’t going to be super accurate for g… https://t.co/aaTzwvxYXo 
InkedbyEI, Mon Jan 25 05:40:43 +0000 2021, -78.822218, 43.830985, @JoAnneBeggsRSW 😢❤️😘 
ManuelS62775209, Mon Jan 25 05:40:43 +0000 2021, -103.504180, 25.711095, @juanymarisw Que rico culito me encanta esta dama 
theeblackvoice, Mon Jan 25 05:40:43 +0000 2021, -84.433106, 33.767195, @jjessknowsbestt I told her I was going to Miami with my college friends in March. She asked males or females. I said both 🤷🏽‍♂️ 
jaldous, Mon Jan 25 05:40:43 +0000 2021, -122.163996, 47.530428, I’m sorry, who? 
Ariellemaldo, Mon Jan 25 05:40:43 +0000 2021, -73.948775, 40.655138, Talk about it 
Pimp_Lord619, Mon Jan 25 05:40:43 +0000 2021, -117.072318, 33.120359, That’s certainly... unexpected 
sixiloh, Mon Jan 25 05:40:43 +0000 2021, -115.234435, 36.018805, Istg if I don’t lose 5kg by my bday next month I’m going to k word myself 
bitterincense, Mon Jan 25 05:40:43 +0000 2021, -74.158105, 41.607269, WAIT WHAT I THOUGHT THEY WERE LIKE 10 YEARS APART 
Keota, Mon Jan 25 05:40:43 +0000 2021, -119.782465, 36.786042, @kconlives HAHAHA YES 
staterdoc7, Mon Jan 25 05:40:44 +0000 2021, -97.845505, 30.295549, No ones is above the law 
Makyle_Ice, Mon Jan 25 05:40:44 +0000 2021, -75.117998, 40.004866, @ConfirmedShoot “Crack his toes “ should’ve been the clearest sign it’s a joke lmaoooo 
TschakaD, Mon Jan 25 05:40:44 +0000 2021, -97.406098, 31.110477, @mmpadellan Just put her Dad’s last name on her sign/ballot and not Sanders-automatic she wins...like Chris Rock in… https://t.co/UR8t8LH9Uq 
washheights44, Mon Jan 25 05:40:44 +0000 2021, -73.831187, 40.670879, @Eleven02183214 @MP4Humanity LoL I’m not saying I’m anti-Mike. 
disa_coleworld, Mon Jan 25 05:40:44 +0000 2021, -92.342322, 34.721886, Clubhouse is SICK 😂😂 
Clairelewinksy, Mon Jan 25 05:40:44 +0000 2021, -73.968542, 40.780709, RT if you love girls with Huge Dicks 😍😍 @https://onlyfans.com/clairelewinsky @PornTrans @gimme_tgirl_dik@0Tgirls… https://t.co/heGBnFDbAl 
