username, created_at, lng, lat, text
vodkasnowflake, Mon Jan 25 05:39:47 +0000 2021, -73.968542, 40.780709, @AnHourPastPaid @SamSeder it’s not easy to piss him off 
818juelz, Mon Jan 25 05:39:47 +0000 2021, -92.436774, 38.304558, One more week in Missouri ✌🏾 
simplylyst, Mon Jan 25 05:39:47 +0000 2021, -98.245675, 26.240690, @s4mm7exe Ly 😳❤️ 
happily_his_mrs, Mon Jan 25 05:39:47 +0000 2021, -83.642889, 32.697395, so according to @FrankLuntz 93% of @FoxNews viewers voted for Trump 😏 
ShequeenV, Mon Jan 25 05:39:47 +0000 2021, -111.928142, 33.392884, GO SUBSCRIBE PAPI 🎬💦 https://t.co/wxhkXfqBhr  #trans #publicfreaks #transaz #arizona #tempe #porn #Phoenix #gayaz… https://t.co/fHPEg53t8M 
jesuabones, Mon Jan 25 05:39:48 +0000 2021, -118.048242, 34.046252, I need a beer. 
bharath__2020, Mon Jan 25 05:39:48 +0000 2021, -121.967821, 37.370990, @arafatkamaal I learn a lot and quickly when I discuss 
porrafabizinha, Mon Jan 25 05:39:48 +0000 2021, -96.962316, 33.233425, @irinapolastri É que na verdade eu não tava falando com vc sua mal educada 
taytheboss_, Mon Jan 25 05:39:48 +0000 2021, -94.030998, 29.979366, Men will lie and say they don’t date for looks.... we know the real 💀 
kristenmlucero, Mon Jan 25 05:39:48 +0000 2021, -79.980689, 40.431389, @MarcTaraz i felt so bad at first but i’m glad i wasn’t too annoying or chatty😅 
OliviaSofiaGram, Mon Jan 25 05:39:48 +0000 2021, -96.784727, 44.291864, @Slapout4 You matter! You are loved! ❤❤❤ 
sawxcy, Mon Jan 25 05:39:48 +0000 2021, -118.248063, 33.839612, It’s getting real.😬 
BanditTravis, Mon Jan 25 05:39:49 +0000 2021, -86.441236, 39.766555, Glad to help deliver 🇺🇲🇺🇲🇺🇲 
francvs, Mon Jan 25 05:39:49 +0000 2021, -77.014398, 38.898603, @Fragtastik @Jkid4 @threadreaderapp Please unroll. 
thequeenjaniah, Mon Jan 25 05:39:49 +0000 2021, -75.770041, 42.746617, Lol this man is drunk af making me sandwiches i didnt ask for 
NailedUniquely, Mon Jan 25 05:39:49 +0000 2021, -83.804475, 27.698682, https://t.co/pgt20saHuI 
Rynerrrr, Mon Jan 25 05:39:49 +0000 2021, -115.135165, 36.060964, 2 weeks no gambling,I can do this https://t.co/AMJJtkTaGY 
RiffRaf979, Mon Jan 25 05:39:49 +0000 2021, -76.620482, 39.284713, We're going to get this kind of mind-numbing stupidity posing as nuanced reporting for another four years, aren't w… https://t.co/t1uKWLdNF0 
LastKing24_, Mon Jan 25 05:39:49 +0000 2021, -77.374808, 37.580939, @Coach__Rhino @DaRealMikeyF804 We there fellas ! 
vibewithverde, Mon Jan 25 05:39:50 +0000 2021, -115.135165, 36.060964, I just want to dance to punta. 🤓 
jazzydrumma, Mon Jan 25 05:39:50 +0000 2021, -115.149000, 36.167500, Most visitors never see this side of the city (which is fine with me)!! 😆 @ Las Vegas, Nevada https://t.co/mhpKGMpYTO 
INGEMANOLOAMRA, Mon Jan 25 05:39:50 +0000 2021, -100.293591, 25.641718, @catpow3r @icep4ck A como yo lo veo catpower al rescate 
KKerzee2, Mon Jan 25 05:39:50 +0000 2021, -97.135638, 32.701850, Lmao on god I got so drunk last night I slept with my AirPods in 🤣🤦🏻‍♂️ 
MizzyYRN, Mon Jan 25 05:39:50 +0000 2021, -95.446486, 29.838495, I support 
kSevy, Mon Jan 25 05:39:50 +0000 2021, -122.435979, 37.770657, Sleep tight Buffalo. Folding tables across town can rest easy tonight. 
snellmail1, Mon Jan 25 05:39:50 +0000 2021, -83.078589, 40.284123, @RBReich Or a totalitarian oligarchy 
FyaaThony, Mon Jan 25 05:39:50 +0000 2021, -76.593943, 24.074967, @ninjahkatt242 tell dem #tonyfyaa say a who dem!#reggae #dancehall #reggaeartist #dancehallartist https://t.co/zM5Ltmo29N 
fedored, Mon Jan 25 05:39:50 +0000 2021, -121.225009, 38.677822, this entire thread is giving me someone who’s never had to deal with hardship on a daily basis 
official_acar10, Mon Jan 25 05:39:50 +0000 2021, -95.778712, 29.721989, Beinsports dünyanın heryerinden Fenerbahçe’ye saldırmaya devam ediyor. Bu tweet bir süre sonra kaldırıldı. https://t.co/ChhKyJg7Ua 
bi_unicorn_, Mon Jan 25 05:39:50 +0000 2021, -77.447550, 38.730914, “FAMILY MEN ARE SO ATTRACTIVE”Well my man lets me eat 20 million babies whenever I want so I don’t think you know what “attractive” is 
ChickoSantana, Mon Jan 25 05:39:51 +0000 2021, -73.580215, 45.500967, qeec cvvb bb c mn me itmjj###### @ bb bb vvvgvgtbtvv th b bbvv v @bg no f nbc @trillflxcko ppp eneg@ p a ssddmsq.… https://t.co/CGC55xh6YE 
kemp_travis, Mon Jan 25 05:39:51 +0000 2021, -101.816092, 35.211115, @phillamarr Happy Birthday! 
myra_destiny, Mon Jan 25 05:39:51 +0000 2021, -76.593943, 24.074967, @JadoreSiwoh nobody said mentally ill people can’t have love, just don’t depend on your partner to fix you. you can… https://t.co/Tu5u1BF4Tc 
notTK421, Mon Jan 25 05:39:51 +0000 2021, -77.014398, 38.898603, I didn’t know what jello was a Mormon thing 
valegro17, Mon Jan 25 05:39:51 +0000 2021, -99.538038, 24.855818, Ahora puedo dormir en Paz 
naptownprettyb1, Mon Jan 25 05:39:51 +0000 2021, -86.142922, 39.779562, Who still up? 
rawplantdad, Mon Jan 25 05:39:51 +0000 2021, -83.099288, 42.352787, @elektrorbis Fuckkk 
muunnchii_, Mon Jan 25 05:39:51 +0000 2021, -115.135165, 36.060964, @ivyarchuletta Love it 
shannahhrosee, Mon Jan 25 05:39:51 +0000 2021, -119.782465, 36.786042, @mirrrandam You’re literally gorgeous wtf 😍😍😍 
le_victoor, Mon Jan 25 05:39:51 +0000 2021, -112.124676, 33.552863, Not me and Diana drunk at Dave and busters lmaaaao 
chip_sc, Mon Jan 25 05:39:51 +0000 2021, -81.096316, 29.289812, But one of many colors attract a lot of birds. The party of choice and freedom. https://t.co/kXcZa0QmXg 
__xbarbie, Mon Jan 25 05:39:51 +0000 2021, -91.090800, 30.459100, Go fw my girl ! 
chesterinvest, Mon Jan 25 05:39:51 +0000 2021, -71.021340, 42.256124, @negative_vote That’s just mileage, that vehicle may have a serious problem. Tire issue, accidents, etc something e… https://t.co/DGNMn2e40S 
bichitownreal, Mon Jan 25 05:39:52 +0000 2021, -87.732013, 41.833585, Freaky 
ClosetPleasure, Mon Jan 25 05:39:52 +0000 2021, -80.167715, 26.062405, Let me get up and get dressed, I’m receiving a side eye lol 
Outeastmalik615, Mon Jan 25 05:39:52 +0000 2021, -86.791549, 36.200008, @botonio615 @Nlechoppa1 😂😭😭 
DBashIdeas, Mon Jan 25 05:39:52 +0000 2021, -74.012066, 40.888461, @gluckstadt I like Tablet (I write for them) and I like Alana (as does this piece) and I even liked her article.… https://t.co/RL20CxAVEI 
atollison123, Mon Jan 25 05:39:52 +0000 2021, -88.821688, 33.456504, @billyglensalley Eat a dick. Brees the goat 
nickforbrains, Mon Jan 25 05:39:53 +0000 2021, -122.178297, 47.325447, @HawleyMO @nypost You poor thing 
derauw, Mon Jan 25 05:39:53 +0000 2021, -79.950000, 43.067000, Just posted a photo @ Caledonia, Ontario https://t.co/wp4cqLVwMe 
tacarie_turtle, Mon Jan 25 05:39:53 +0000 2021, -83.173867, 32.678207, My favorite super M mv 
Danielshinigam2, Mon Jan 25 05:39:53 +0000 2021, -106.568008, 31.452274, @valentinaalva_2 @WifeBisex Yo te adoptó 
fjrsatx, Mon Jan 25 05:39:53 +0000 2021, -98.540651, 29.417501, @ScottBaio @PatriotsPartyUS is where we will be sir!! 
MUSCLJCK, Mon Jan 25 05:39:53 +0000 2021, -97.754724, 30.323346, @texasboy155 🔥🤤 
SubaruVI, Mon Jan 25 05:39:54 +0000 2021, -100.076888, 31.168893, @shimizuaiyu LETS GO!!!! Congrats! 
Giaunasjazz, Mon Jan 25 05:39:54 +0000 2021, -91.585191, 41.698276, @rayloviejones @thhgurutv This pic is SENDING ME 
garden0fweedn, Mon Jan 25 05:39:54 +0000 2021, -118.411907, 34.020789, bruh is the ultimate friendzone to men 
Deadpoolmx2, Mon Jan 25 05:39:54 +0000 2021, -100.270474, 25.736715, @EsBrenn No te apures ,a mi las que me dicen que si resulta estan casadas pero ya duermen en cuarto separado 😔 
amanisg99, Mon Jan 25 05:39:54 +0000 2021, -111.032309, 32.342708, Realizing that I can actually graduate in December is so scary and so exciting 🥺 
leo4thewin, Mon Jan 25 05:39:54 +0000 2021, -118.076746, 33.907251, @asvp_ricky03 Not only that , a field goal ? You still gotta score a touchdown , they did some dumb ass shit 
commgrad71, Mon Jan 25 05:39:54 +0000 2021, -117.195735, 34.120005, @glennEmartin For fast food options, ordered 'off the broiler ' BK burgers are not too shabby. 
el_capitom, Mon Jan 25 05:39:54 +0000 2021, -104.886651, 39.536705, https://t.co/P5g1Fh3POg 
gilcovadesign, Mon Jan 25 05:39:54 +0000 2021, -120.327408, 47.430856, @newtgingrich You’re a traitor. STFU 
Chip2one6ix, Mon Jan 25 05:39:54 +0000 2021, -81.705467, 41.495940, Man I can't wait to hit this Cavs game tomorrow. It's been TOO long 
stylistaviviana, Mon Jan 25 05:39:54 +0000 2021, -98.540651, 29.417501, @ambbellla I needed something to watch! But yes every episode is really good! 
Nicollesantosc, Mon Jan 25 05:39:55 +0000 2021, -95.446486, 29.838495, Que juego más mierda fuckkkkkk 
PitcherCobey, Mon Jan 25 05:39:55 +0000 2021, -86.791549, 36.200008, @Adrenalinearch1 @MeidasTouch https://t.co/b7FD3c62GG 
DJCed2k, Mon Jan 25 05:39:55 +0000 2021, -97.011168, 32.655678, @PHARAOH_ATEN_ Facts 
jimmylongyear, Mon Jan 25 05:39:55 +0000 2021, -115.223125, 36.232915, @SuiRaider Hell Yeah!!! Forgot about this song! 🤘 
seanlove, Mon Jan 25 05:39:55 +0000 2021, -97.552161, 35.482844, @Kendra3207 @GoodenTwins3443 @egooden34 @agooden34 Gotta Love It 
_MarissaaaN_, Mon Jan 25 05:39:55 +0000 2021, -85.170051, 41.086917, I hate when people can’t get the hint that you’re trying to hang up the phone. 
36_36a, Mon Jan 25 05:39:55 +0000 2021, -118.411907, 34.020789, يا مطول الغيبات ما هزك الشُوق ؟ 
21s_Smokebombs, Mon Jan 25 05:39:55 +0000 2021, -89.645723, 39.175683, @ErinLourie_ Congratulations💙 
tillyy20, Mon Jan 25 05:39:55 +0000 2021, -105.550890, 38.997936, direct quote from lucy “ i took too many cbd gummies and now i don’t feel like myself “ 😹😹😹😹😹😹😹😹😹😹😹😹😹 
angebabyy47, Mon Jan 25 05:39:55 +0000 2021, -120.063829, 36.963741, Is it bad to miss a friend that did some horrible 
BkBriankelly99, Mon Jan 25 05:39:56 +0000 2021, -71.005360, 42.203364, 😱 https://t.co/rlLrnR4XbM 
defarmedia, Mon Jan 25 05:39:56 +0000 2021, -79.272570, 43.629311, @_9knee Yes! We can do it!! 
Superfan_K, Mon Jan 25 05:39:56 +0000 2021, -79.420865, 38.003376, Top two and it ain't number 2 
n0tbeverlyhills, Mon Jan 25 05:39:56 +0000 2021, -83.099288, 42.352787, I go red hot like a demon, I go ghost for no damn reason, stupid boy thinks I need him 💅🏽 
MrBastilleYaGal, Mon Jan 25 05:39:56 +0000 2021, -96.761753, 32.819858, https://t.co/Fv8gfVtUH3 
ch4mpagnemamiii, Mon Jan 25 05:39:56 +0000 2021, -122.009156, 38.247597, ctfu i always ask for this lol 
TodfromPa, Mon Jan 25 05:39:56 +0000 2021, -77.604684, 41.117936, @MikeSGallagher That escalated you know https://t.co/rA1TzE26N1 
yyancyy, Mon Jan 25 05:39:57 +0000 2021, -104.922093, 39.713563, @icon_nic losers 
staterdoc7, Mon Jan 25 05:39:57 +0000 2021, -97.845505, 30.295549, Follow the money 
suns_tutu_fan, Mon Jan 25 05:39:57 +0000 2021, -112.124676, 33.552863, #NewProfilePic https://t.co/DqMOLBfWge 
melaniepinaa, Mon Jan 25 05:39:58 +0000 2021, -118.480420, 34.022688, I always follow girls I think are pretty and I hate when they follow me back because I’m not cute and I don’t want them to be disappointed 
theylovecandice, Mon Jan 25 05:39:58 +0000 2021, -97.135638, 32.701850, Lmaoooooo I’m not fr y’all 🙄 
LanzaCarli, Mon Jan 25 05:39:58 +0000 2021, -77.604684, 41.117936, Brunch really kicked my ass 
SanchezIzLit, Mon Jan 25 05:39:58 +0000 2021, -115.135165, 36.060964, @_zolanskixo Definitely both. 
mngreeneyes, Mon Jan 25 05:39:58 +0000 2021, -93.361321, 46.441861, I have thought of this before many times. Hell they even let fucking Vick play again. Some priorities are really fu… https://t.co/Hn0uCrRlru 
WookWeasley420, Mon Jan 25 05:39:59 +0000 2021, -104.976767, 39.534794, @noooemmma i got that pineapple jarritos WAP 
drtulpule, Mon Jan 25 05:39:59 +0000 2021, -111.858398, 33.639340, @ali_oats This is disturbing.  I’ve seen this happen to my female colleagues throughout my medical training and con… https://t.co/LrseUhXBIR 
5familyof5, Mon Jan 25 05:39:59 +0000 2021, -119.306608, 37.269176, And the Republicans impeached him for just a bj. Where their fury against Trump for doing much more than just incit… https://t.co/ZTHd1U7ycy 
felis2458, Mon Jan 25 05:39:59 +0000 2021, -75.117998, 40.004866, @VinnieTortorich I couldn't even finish watching because my stomach started flipping! 
nadibabixxx, Mon Jan 25 05:39:59 +0000 2021, -100.076888, 31.168893, Or you can just be fine everyday 💅🏽🥰 
BruceEl76983935, Mon Jan 25 05:39:59 +0000 2021, -98.186191, 31.066575, @JACKLARKIN1 What I don’t get, is after the 2016. Election where there was massive voter fraud, especially in Calif… https://t.co/FVwwnsYYi3 
JaworskiForTX, Mon Jan 25 05:39:59 +0000 2021, -95.446486, 29.838495, @RhetoricStephen @scottbraddock https://t.co/P7nzX0CT2c 
mariana_yeremy, Mon Jan 25 05:39:59 +0000 2021, -100.482749, 25.583500, @netomar0811 @alhernandez1983 No puedo mandar DM porque no nos seguimos.Ahorita te comparto los requisitos.Te a… https://t.co/AaOeARlST5 
Billy_Shmurda, Mon Jan 25 05:40:00 +0000 2021, -106.036057, 39.505657, I need to cross this off the bucket list. 😭 
WHOPRODUCERALLI, Mon Jan 25 05:40:00 +0000 2021, -95.158936, 29.668301, no i can’t get arrested cus i’m talking bout my necklace 
joemalmurray, Mon Jan 25 05:40:00 +0000 2021, -91.537062, 41.647354, @maddy_mcdeezy 😂😂😂 
wickedCiiix, Mon Jan 25 05:40:00 +0000 2021, -112.124676, 33.552863, Itll never be that fire to me. 
JLM73TX, Mon Jan 25 05:40:00 +0000 2021, -97.754724, 30.323346, Kamala Harris role model role model for young women, girls?Yeah, don't sleep your way to the top like her? Is that what you mean? 
senpaiquadry, Mon Jan 25 05:40:00 +0000 2021, -81.705467, 41.495940, @maithehighest Happy birthday nigga 
PetiteMacabre, Mon Jan 25 05:40:00 +0000 2021, -80.307064, 25.976124, This is Twitter, it's just my opinion on the subject, idk what you're so pressed about if you can't take others opi… https://t.co/NmMMS7CCsO 
2realink, Mon Jan 25 05:40:00 +0000 2021, -75.117998, 40.004866, 💳➡️🎮 
exactlyawesome, Mon Jan 25 05:40:00 +0000 2021, -105.112270, 39.627120, Let’s go get that Dino 🦖... oops, wrong park. 🤷🏼‍♀️ @ Jurassic Park https://t.co/k9jiiv9vX4 
JAJ1974, Mon Jan 25 05:40:01 +0000 2021, -117.824049, 33.810159, @optibotimus Which Target? 
RyanHnasko1, Mon Jan 25 05:40:01 +0000 2021, -75.175128, 40.696470, @cctip_io @imma_kurniawan @binance #1INCHtheBestToken 
chrisneffcomedy, Mon Jan 25 05:40:01 +0000 2021, -118.156711, 33.809172, @ThaiRivera Dante? 
Bluemoneyrahj, Mon Jan 25 05:40:01 +0000 2021, -121.998644, 37.973327, Why do people ask who wanna be in they close friends 
suepafan, Mon Jan 25 05:40:01 +0000 2021, -105.550890, 38.997936, OMG, yes!! When Barbra is singing "Are you watching me now?" 
FreakyKIOTL, Mon Jan 25 05:40:01 +0000 2021, -83.099288, 42.352787, Can’t sleep, horny af 😏 
curtisalvin, Mon Jan 25 05:40:01 +0000 2021, -122.134060, 37.673548, @rj175BURNER Nope, me neither. And then I see these other states have limited capacity at outdoor sporting events.… https://t.co/Du3RUTbieI 
_prettyasske, Mon Jan 25 05:40:01 +0000 2021, -92.430839, 35.073112, Laja so fcking funny bro 🤣 
luljt_, Mon Jan 25 05:40:01 +0000 2021, -122.077503, 37.906283, Performance Link in my Bio🎥💻. #summitsessions @ Summit Sessions https://t.co/HPj5rB4M0C 
KurtLeavins, Mon Jan 25 05:40:02 +0000 2021, -123.319082, 48.760611, Connor McDavid’s 3 assists tonight give him 478 career points, passes Ales Hemsky for 8th All-Time in #Oilers career scoring. 
_anaastasiaaa, Mon Jan 25 05:40:02 +0000 2021, -89.876449, 32.571032, goodnight. 🥰😘 
HunchoKee, Mon Jan 25 05:40:02 +0000 2021, -87.227905, 30.438211, Mafuckers always be wrong 
j_griffgraff, Mon Jan 25 05:40:02 +0000 2021, -87.732013, 41.833585, Anyone else feel like they were numb to the pandemic for the first 8 months or so and are just now freaking out tha… https://t.co/BoaVzX59RC 
object82, Mon Jan 25 05:40:02 +0000 2021, -123.343500, 48.450200, e7acd23900pAC93B 
SotanoSuizo, Mon Jan 25 05:40:03 +0000 2021, -116.929102, 32.332876, Verde que te quiero Verde. https://t.co/lXNI9ROwOj 
sogongdonghi, Mon Jan 25 05:40:03 +0000 2021, -157.799589, 21.319944, https://t.co/b8iDKUKRWW 
FranklinonFoot, Mon Jan 25 05:40:03 +0000 2021, -85.978600, 35.830522, @TheKingDude @RCCoulombe Same fence, right? 
Corey_Peters, Mon Jan 25 05:40:03 +0000 2021, -121.191453, 39.239491, @k_lawwww 
DanielMrClutch, Mon Jan 25 05:40:03 +0000 2021, -97.333200, 32.757400, #ClutchMLB Movidas en la @mlb en Fort Worth, Texas https://t.co/4c64EDhWjY 
hammerheadny, Mon Jan 25 05:40:03 +0000 2021, -73.926137, 41.093821, @dotjenna This reminds me of that country music video Queen of my Double Wide Trailer by Sammy Kershaw. Botox, impl… https://t.co/OVn0poqFUO 
gabrielaanaya93, Mon Jan 25 05:40:04 +0000 2021, -109.841790, 27.713653, Telegram es como una fiesta en la que todo mundo estaba y nadie me había invitado 😡 
AlanRidgway, Mon Jan 25 05:40:04 +0000 2021, -109.841790, 27.713653, Fue un día hermoso el de hoy 🏔☁️👨‍👦‍👦 https://t.co/D6mauMfWTt 
SnyderJerold, Mon Jan 25 05:40:04 +0000 2021, -122.330602, 47.614817, Rubio you're stupid and full of shit 
cheddarbear, Mon Jan 25 05:40:04 +0000 2021, -104.789327, 38.888519, @kellyrugburn I saw it in theaters and, right after, some Karen lookin lady just turned to her friend and said “wel… https://t.co/hXfLtMNMaC 
KpopWithV, Mon Jan 25 05:40:04 +0000 2021, -80.846785, 35.209059, Oh my goodnesss Cravity and Victon together yes! 
staypuft_, Mon Jan 25 05:40:04 +0000 2021, -82.669467, 40.365160, *gets movie disc out to watch**stares at my xbox for a good 30 seconds* *puts disc back in case* dude what the fuck is my brain 
dannycaraba11o, Mon Jan 25 05:40:05 +0000 2021, -121.690190, 37.994012, please get bradley beal out of washington...there are years being wasted 
everylotchicago, Mon Jan 25 05:40:05 +0000 2021, -87.789880, 41.936180, 3050 North Neenah Avenue https://t.co/dOahHK2rDq 
DonThaPhantom, Mon Jan 25 05:40:05 +0000 2021, -118.214044, 33.978926, @StoneCold_Ffoxx YUP! That niggah Eren on some other shit right now lol 
JamaraTeona, Mon Jan 25 05:40:05 +0000 2021, -78.657837, 35.843981, this one of my favorite pictures too 😭😭 https://t.co/ckq832BiiQ 
megmegalodon, Mon Jan 25 05:40:06 +0000 2021, -118.411907, 34.020789, Well this seems like a bad idea. 
ABall42, Mon Jan 25 05:40:06 +0000 2021, -81.560069, 30.803006, Watching One on One 💙 
benitoz, Mon Jan 25 05:40:06 +0000 2021, -118.411907, 34.020789, @business Need my Tendies $GME ☄️ 
NicaTexMex, Mon Jan 25 05:40:06 +0000 2021, -122.330602, 47.614817, Mike does not seem excited about setting the date.  Yikes.  #90DayFiance 
it_me_trash_can, Mon Jan 25 05:40:06 +0000 2021, -117.248388, 34.049751, Don’t want to study anymore https://t.co/cPOLYxrQP5 
zayhardaway, Mon Jan 25 05:40:06 +0000 2021, -96.621634, 32.907642, Yea I’m prepared for the hoe shit 😭😭😭 
deliaroma8, Mon Jan 25 05:40:06 +0000 2021, -97.978221, 30.355857, If I didn’t live him, how would I tell him tips on how to explode views. 
ChrisRuns42pt2, Mon Jan 25 05:40:06 +0000 2021, -79.272570, 43.629311, Yeah @SorenWakelin. Oh wait that’s you! 🥶😎 
brandocalriss11, Mon Jan 25 05:40:06 +0000 2021, -122.630908, 45.536402, anipals are important and essential members of the household. they literally make you get out of bed and remind you… https://t.co/Py28TgofjC 
taystheway, Mon Jan 25 05:40:06 +0000 2021, -96.761753, 32.819858, my thoughts exactly 
bradhartxxx, Mon Jan 25 05:40:06 +0000 2021, -86.561017, 36.009534, @James63749749 🙏🏻🙏🏻🙏🏻🙏🏻 
2009P71_707, Mon Jan 25 05:40:06 +0000 2021, -122.676108, 38.452218, https://t.co/rmZkatiESx 
NClose13, Mon Jan 25 05:40:06 +0000 2021, -122.330602, 47.614817, @chipfranklin @KamalaHarris Confident 
JRsList, Mon Jan 25 05:40:07 +0000 2021, -118.535467, 34.186497, I'm at Gyro in Los Angeles, CA https://t.co/YBQtbml4Tt 
BloggedByRain, Mon Jan 25 05:40:07 +0000 2021, -84.433106, 33.767195, Well it is Alpharetta I would’ve thought Sandy Springs tbh 
VamonosLA, Mon Jan 25 05:40:07 +0000 2021, -117.629214, 34.354610, @conorsen @jordanbrianl There’s a thing to be written here about how SoCal’s mountain roads are extremely undersize… https://t.co/v61eqmxG2S 
baeareavibez, Mon Jan 25 05:40:07 +0000 2021, -121.469664, 38.561722, @USATODAY @ChrisEvans my feel good dog 🐶 video of the day 
spl_______, Mon Jan 25 05:40:07 +0000 2021, -71.088712, 42.313670, She gave him a coupon sex book and he gave her a Tiffany’s necklace. https://t.co/iVKyblFPeP 
TheRoyalOranges, Mon Jan 25 05:40:08 +0000 2021, -79.780308, 34.182661, Coca-Cola was called Coca-Cola Classic from July 1985-2009 to distinguish it from New Coke based on Interbrand's be… https://t.co/yBB6wDbxxe 
notcristals, Mon Jan 25 05:40:08 +0000 2021, -117.851089, 33.842863, We finally received our family videos in cd so we were watching them and now I want a baby bc I was so damn cute as a baby 😭😭😭😭 
Eric_Alves87, Mon Jan 25 05:40:08 +0000 2021, -81.516751, 41.080877, @epicciuto As someone who grew up down the street from Harvard, there is obnoxious Harvard student/alum and then th… https://t.co/PNcEAgDcK2 
Alegee19, Mon Jan 25 05:40:08 +0000 2021, -95.446486, 29.838495, Raising boys is so much easier than girls . 
jayhawkscm, Mon Jan 25 05:40:08 +0000 2021, -94.559281, 39.100048, Kansas City Chiefs will face the Tampa Bay Buccaneers in Super Bowl LVhttps://t.co/q2Dhh9Llj2 
KidKinsey, Mon Jan 25 05:40:08 +0000 2021, -74.153947, 40.572376, @jadaxjuice !!!! 
anyway0jffg, Mon Jan 25 05:40:08 +0000 2021, -82.665911, 28.300058, @CynthiaMLummis https://t.co/npZFxptFA4 
iamjcOrtez, Mon Jan 25 05:40:08 +0000 2021, -89.876449, 32.571032, @its_EffortLESS_ 😂😂 
Shimoji___, Mon Jan 25 05:40:09 +0000 2021, -90.011008, 29.982601, No way. HE WOULD tonight. Old boy (y’all know the one) texted me. 
_GeinerRomero, Mon Jan 25 05:40:09 +0000 2021, -118.411907, 34.020789, Odio a esos hijueputas que dejan la cerveza por la mitad 
BrockBaileyxxx, Mon Jan 25 05:40:09 +0000 2021, -77.014398, 38.898603, @wahoowa2017 @JOEYDEMATTEO Yes. Yes I can. 
antifaveteran, Mon Jan 25 05:40:10 +0000 2021, -117.874032, 33.617638, @CNN To his butlers, Bin Laden was just a guy who liked tea, but to the people in the towers, well....Big fail CNN. BIG. FAIL. 
shaynaughtyone, Mon Jan 25 05:40:10 +0000 2021, -95.508925, 29.574284, i wish i was someone’s throat baby lmao ! 
sierrapetersen, Mon Jan 25 05:40:10 +0000 2021, -76.362276, 37.050897, Thanks to my ex for this weighted blanket. You already knew I would need it 👌🏻 
HarvestTrader, Mon Jan 25 05:40:10 +0000 2021, -93.785469, 41.628402, @MarleneMovieGoR @nytimes I wear a welding helmet 🤙🏽🖕🏽😂 
The1stMichelka, Mon Jan 25 05:40:10 +0000 2021, -118.411907, 34.020789, @NaveedAJamali They like hiding under the white sheets still! Easier for  their cowardice intentions to not DEAL! 
SmithAwambu, Mon Jan 25 05:40:10 +0000 2021, -122.435979, 37.770657, Chrissy Teigen Was On The Show 
StxrMwahh, Mon Jan 25 05:40:10 +0000 2021, -90.285145, 38.840383, Ouuuuuuu whew ... she bad af 🥴🔥 . 
chriscanales6, Mon Jan 25 05:40:10 +0000 2021, -121.877735, 37.662948, 😂😂😂 
poshgirl1o1, Mon Jan 25 05:40:10 +0000 2021, -86.791549, 36.200008, I’m feeling a bit.. quizzical rn. Anyone else relate? 
CrunchTimeCards, Mon Jan 25 05:40:10 +0000 2021, -111.967516, 41.082539, @MapleMambaSzn I have an obi downtown I’m waiting for the right moment for.. 
ACooperxxx, Mon Jan 25 05:40:10 +0000 2021, -84.327317, 33.785068, @Gunnar614 Sounds like a sound argument to follow someone. 
tduassassin, Mon Jan 25 05:40:10 +0000 2021, -122.031186, 36.979375, @Spasticmonkey42 @mfstern He deserves to die slowly homeless and diseased 
jjrocke, Mon Jan 25 05:40:10 +0000 2021, -77.604684, 41.117936, @WarDamnAlto @DominicLynd @jbranch34 @BearcatsNati @GoBEARCATS @GoBearcatsFB @UC_Recruiting I've got no dog in the… https://t.co/UcZBh5h5z3 
E_LizGarcia, Mon Jan 25 05:40:10 +0000 2021, -100.640491, 25.805723, Si no lo tengo, es simplemente porque no lo quiero. 
ghhabib_fa, Mon Jan 25 05:40:10 +0000 2021, -79.913521, 43.260695, @agha_amirhosein توهين به خورشت کرفس و بامیه؟؟؟؟؟؟ بلاک آند ریپورت😒 
DallenEdwards, Mon Jan 25 05:40:11 +0000 2021, -79.861034, 35.170499, just caught a pervert on the bus, he was watching porn over my shoulder 
alyssaLITeralIy, Mon Jan 25 05:40:11 +0000 2021, -111.928142, 33.392884, there is less than 100 days until graduation literally do not speak a single word to me. 
7_1_6_, Mon Jan 25 05:40:11 +0000 2021, -82.672903, 27.795720, @JohnHefner11 @Chiefs @BuffaloBills I love keyboard warriors...seriously love them 
mikeschinkel, Mon Jan 25 05:40:12 +0000 2021, -84.433106, 33.767195, @newtgingrich Says the original architect of the USA’s modern partisan divide. 
Bhrisrod, Mon Jan 25 05:40:12 +0000 2021, -97.114771, 33.202495, Every time I watch this I smile lmao 
cumsupsion, Mon Jan 25 05:40:12 +0000 2021, -117.294096, 34.134925, @makrinamarquez_ fr it always healed my infections 😭 
Princessjayy_4, Mon Jan 25 05:40:12 +0000 2021, -96.839573, 32.405584, Don’t let little things make you dismiss things you’ve always wanted 
Germany31A, Mon Jan 25 05:40:12 +0000 2021, -97.547392, 25.558993, Hoy decidí sacarlo, liberarme, hoy puedo escuchar tu nombre sin q se me haga un nudo en la garganta, gracias por lo… https://t.co/0prOZQKR5e 
arikadamico, Mon Jan 25 05:40:12 +0000 2021, -119.827182, 39.512436, @mannobilli_ YES😂 like why 
david_cather, Mon Jan 25 05:40:12 +0000 2021, -77.209915, 38.838527, @LuckyOne_Steve It would be a awesome and incredible match between two elite athletes,  I would give a  slight adva… https://t.co/5i3X6bTR2l 
